"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"containermanagerd","1","0","437196095488","7421952","0","0","/usr/libexec/containermanagerd","",,,"0.8315166",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5928","0",,"False","10/09/2025 11:53:08 AM",,"720",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437196095488","-890568704","False",,,,"7421952","7421952",,"System.Diagnostics.ProcessModule (containermanagerd)","0","","True","containermanagerd","00:00:00.4038125","00:00:00.8315166","00:00:00.4277000",,
"containermanagerd","1","0","0","0","0","0","/usr/libexec/containermanagerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5968","0",,"False",,,"3301",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (containermanagerd)","0","","True","containermanagerd",,,,,
"containermanagerd_system","418","0","0","0","0","0","/usr/libexec/containermanagerd_system","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6008","0",,"False",,,"418",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"418",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (containermanagerd_system)","0","","True","containermanagerd_system",,,,,
"contentlinkingd","1","0","437197553664","8994816","0","0","/System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd","",,,"0.0924375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6048","0",,"False","10/09/2025 11:54:31 AM",,"3133",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437197553664","-889110528","False",,,,"8994816","8994816",,"System.Diagnostics.ProcessModule (contentlinkingd)","0","","True","contentlinkingd","00:00:00.0286666","00:00:00.0924375","00:00:00.0637708",,
"ContextService","1","0","437308964864","7569408","0","0","/System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService","",,,"0.0635541",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6088","0",,"False","10/09/2025 11:53:25 AM",,"999",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437308964864","-777699328","False",,,,"7569408","7569408",,"System.Diagnostics.ProcessModule (ContextService)","0","","True","ContextService","00:00:00.0384583","00:00:00.0635541","00:00:00.0250958",,
"ContextStoreAgent","1","0","437220130816","24952832","0","0","/System/Library/PrivateFrameworks/CoreDuetContext.framework/Versions/A/Resources/ContextStoreAgent","",,,"1.9607333",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6128","0",,"False","10/09/2025 11:53:12 AM",,"814",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437220130816","-866533376","False",,,,"24952832","24952832",,"System.Diagnostics.ProcessModule (ContextStoreAgent)","0","","True","ContextStoreAgent","00:00:00.3905125","00:00:01.9607333","00:00:01.5702208",,
"contextstored","398","0","0","0","0","0","/System/Library/PrivateFrameworks/CoreDuetContext.framework/Versions/A/Resources/contextstored","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6168","0",,"False",,,"398",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"398",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (contextstored)","0","","True","contextstored",,,,,
"ContinuityCaptureAgent","1","0","437198045184","10338304","0","0","/usr/libexec/ContinuityCaptureAgent","",,,"0.1352083",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6208","0",,"False","10/09/2025 11:53:07 AM",,"704",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437198045184","-888619008","False",,,,"10338304","10338304",,"System.Diagnostics.ProcessModule (ContinuityCaptureAgent)","0","","True","ContinuityCaptureAgent","00:00:00.0754958","00:00:00.1352083","00:00:00.0597125",,
"ControlCenter","1","0","421928173568","48152576","0","0","/System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter","",,,"2.9444625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6248","0",,"False","10/09/2025 11:53:14 AM",,"836",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421928173568","1021378560","False",,,,"48152576","48152576",,"System.Diagnostics.ProcessModule (ControlCenter)","0","","True","ControlCenter","00:00:00.8299166","00:00:02.9444625","00:00:02.1145458",,
"ControlStrip","1","0","421722816512","20430848","0","0","/System/Library/CoreServices/ControlStrip.app/Contents/MacOS/ControlStrip","",,,"0.5004125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6284","0",,"False","10/09/2025 11:53:08 AM",,"728",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421722816512","816021504","False",,,,"20430848","20430848",,"System.Diagnostics.ProcessModule (ControlStrip)","0","","True","ControlStrip","00:00:00.1320458","00:00:00.5004125","00:00:00.3683625",,
"coreaudiod","412","0","0","0","0","0","/usr/sbin/coreaudiod","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6320","0",,"False",,,"412",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"412",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (coreaudiod)","0","","True","coreaudiod",,,,,
"coreauthd","675","0","0","0","0","0","/System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6360","0",,"False",,,"675",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"675",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (coreauthd)","0","","True","coreauthd",,,,,
"coreauthd","1","0","437197275136","7651328","0","0","/System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd","",,,"0.0796125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6400","0",,"False","10/09/2025 11:53:10 AM",,"757",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437197275136","-889389056","False",,,,"7651328","7651328",,"System.Diagnostics.ProcessModule (coreauthd)","0","","True","coreauthd","00:00:00.0395875","00:00:00.0796125","00:00:00.0400250",,
"corebrightnessd","387","0","0","0","0","0","/usr/libexec/corebrightnessd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6440","0",,"False",,,"387",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"387",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (corebrightnessd)","0","","True","corebrightnessd",,,,,
"coreduetd","355","0","0","0","0","0","/usr/libexec/coreduetd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6476","0",,"False",,,"355",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"355",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (coreduetd)","0","","True","coreduetd",,,,,
"corekdld","686","0","0","0","0","0","/System/Library/PrivateFrameworks/CoreKDL.framework/Support/corekdld","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6516","0",,"False",,,"686",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"686",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (corekdld)","0","","True","corekdld",,,,,
"CoreLocationAgent","1","0","437371191296","20627456","0","0","/System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent","",,,"0.2243416",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6556","0",,"False","10/09/2025 11:53:09 AM",,"746",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437371191296","-715472896","False",,,,"20627456","20627456",,"System.Diagnostics.ProcessModule (CoreLocationAgent)","0","","True","CoreLocationAgent","00:00:00.0830375","00:00:00.2243416","00:00:00.1413000",,
"coreservicesd","399","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/Support/coreservicesd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6596","0",,"False",,,"399",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"399",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (coreservicesd)","0","","True","coreservicesd",,,,,
"CoreServicesUIAgent","1","0","421675794432","24559616","0","0","/System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent","",,,"0.3920416",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6636","0",,"False","10/09/2025 11:53:07 AM",,"695",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421675794432","768999424","False",,,,"24559616","24559616",,"System.Diagnostics.ProcessModule (CoreServicesUIAgent)","0","","True","CoreServicesUIAgent","00:00:00.1953916","00:00:00.3920416","00:00:00.1966500",,
"corespeechd","1","0","437256093696","19562496","0","0","/System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd","",,,"4.9443958",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6676","0",,"False","10/09/2025 11:53:10 AM",,"768",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437256093696","-830570496","False",,,,"19562496","19562496",,"System.Diagnostics.ProcessModule (corespeechd)","0","","True","corespeechd","00:00:01.5925333","00:00:04.9443958","00:00:03.3518583",,
"corespeechd_system","342","0","0","0","0","0","/System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd_system","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6716","0",,"False",,,"342",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"342",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (corespeechd_system)","0","","True","corespeechd_system",,,,,
"corespotlightd","1","0","440193662976","36618240","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd","",,,"2.9739458",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6756","0",,"False","10/09/2025 11:53:15 AM",,"906",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","440193662976","2106998784","False",,,,"36618240","36618240",,"System.Diagnostics.ProcessModule (corespotlightd)","0","","True","corespotlightd","00:00:01.2384041","00:00:02.9739458","00:00:01.7355375",,
"coresymbolicationd","597","0","0","0","0","0","/System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6796","0",,"False",,,"597",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"597",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (coresymbolicationd)","0","","True","coresymbolicationd",,,,,
"countryd","540","0","0","0","0","0","/usr/libexec/countryd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6836","0",,"False",,,"540",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"540",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (countryd)","0","","True","countryd",,,,,
"CrashReporterSupportHelper","1416","0","0","0","0","0","/System/Library/CoreServices/CrashReporterSupportHelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6876","0",,"False",,,"1416",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1416",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (CrashReporterSupportHelper)","0","","True","CrashReporterSupportHelper",,,,,
"cryptexd","508","0","0","0","0","0","/usr/libexec/cryptexd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6916","0",,"False",,,"508",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"508",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (cryptexd)","0","","True","cryptexd",,,,,
"csnameddatad","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6956","0",,"False",,,"403",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (csnameddatad)","0","","True","csnameddatad",,,,,
"csnameddatad","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6996","0",,"False",,,"572",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (csnameddatad)","0","","True","csnameddatad",,,,,
"csnameddatad","1","0","437162704896","2473984","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad","",,,"0.0181875",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7032","0",,"False","10/09/2025 11:53:07 AM",,"703",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437162704896","-923959296","False",,,,"2473984","2473984",,"System.Diagnostics.ProcessModule (csnameddatad)","0","","True","csnameddatad","00:00:00.0085291","00:00:00.0181875","00:00:00.0096541",,
"csnameddatad","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7072","0",,"False",,,"3299",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (csnameddatad)","0","","True","csnameddatad",,,,,
"ctkahp","881","0","0","0","0","0","/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7112","0",,"False",,,"881",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"881",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ctkahp)","0","","True","ctkahp",,,,,
"ctkahp","1","0","437162852352","3440640","0","0","/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp","",,,"0.0692083",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7148","0",,"False","10/09/2025 11:53:18 AM",,"922",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437162852352","-923811840","False",,,,"3440640","3440640",,"System.Diagnostics.ProcessModule (ctkahp)","0","","True","ctkahp","00:00:00.0153583","00:00:00.0692083","00:00:00.0538500",,
"ctkd","1","0","437197242368","7520256","0","0","/System/Library/Frameworks/CryptoTokenKit.framework/ctkd","",,,"0.1061708",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7188","0",,"False","10/09/2025 11:53:14 AM",,"833",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437197242368","-889421824","False",,,,"7520256","7520256",,"System.Diagnostics.ProcessModule (ctkd)","0","","True","ctkd","00:00:00.0365416","00:00:00.1061708","00:00:00.0696250",,
"ctkd","841","0","0","0","0","0","/System/Library/Frameworks/CryptoTokenKit.framework/ctkd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7228","0",,"False",,,"841",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"841",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ctkd)","0","","True","ctkd",,,,,
"CursorUIViewService","1","0","421275729920","18579456","0","0","/System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService","",,,"0.9130833",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7268","0",,"False","10/09/2025 11:53:15 AM",,"898",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421275729920","368934912","False",,,,"18579456","18579456",,"System.Diagnostics.ProcessModule (CursorUIViewService)","0","","True","CursorUIViewService","00:00:00.2804583","00:00:00.9130833","00:00:00.6326208",,
"CVMServer","920","0","0","0","0","0","/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7308","0",,"False",,,"920",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"920",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (CVMServer)","0","","True","CVMServer",,,,,
"dasd","373","0","0","0","0","0","/usr/libexec/dasd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7348","0",,"False",,,"373",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"373",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (dasd)","0","","True","dasd",,,,,
"dataaccessd","1","0","437204090880","13860864","0","0","/System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd","",,,"0.3083416",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7388","0",,"False","10/09/2025 11:55:05 AM",,"3317",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437204090880","-882573312","False",,,,"13860864","13860864",,"System.Diagnostics.ProcessModule (dataaccessd)","0","","True","dataaccessd","00:00:00.1521125","00:00:00.3083416","00:00:00.1562291",,
"deleted","1","0","437198176256","8830976","0","0","/System/Library/PrivateFrameworks/CacheDelete.framework/deleted","",,,"1.1470458",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7428","0",,"False","10/09/2025 11:53:12 AM",,"816",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437198176256","-888487936","False",,,,"8830976","8830976",,"System.Diagnostics.ProcessModule (deleted)","0","","True","deleted","00:00:00.8583375","00:00:01.1470458","00:00:00.2887083",,
"deleted_helper","977","0","0","0","0","0","/System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7468","0",,"False",,,"977",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"977",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (deleted_helper)","0","","True","deleted_helper",,,,,
"diagnosticextensionsd","1","0","437197602816","6176768","0","0","/usr/libexec/diagnosticextensionsd","",,,"0.17265",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7508","0",,"False","10/09/2025 11:53:40 AM",,"1388",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437197602816","-889061376","False",,,,"6176768","6176768",,"System.Diagnostics.ProcessModule (diagnosticextensionsd)","0","","True","diagnosticextensionsd","00:00:00.0748458","00:00:00.1726500","00:00:00.0978041",,
"diagnostics_agent","1","0","437198798848","7962624","0","0","/System/Library/CoreServices/diagnostics_agent","",,,"0.1937125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7544","0",,"False","10/09/2025 11:53:14 AM",,"877",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437198798848","-887865344","False",,,,"7962624","7962624",,"System.Diagnostics.ProcessModule (diagnostics_agent)","0","","True","diagnostics_agent","00:00:00.0932750","00:00:00.1937125","00:00:00.1004333",,
"dirhelper","378","0","0","0","0","0","/usr/libexec/dirhelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7584","0",,"False",,,"378",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"378",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (dirhelper)","0","","True","dirhelper",,,,,
"diskarbitrationd","351","0","0","0","0","0","/usr/libexec/diskarbitrationd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7624","0",,"False",,,"351",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"351",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (diskarbitrationd)","0","","True","diskarbitrationd",,,,,
"DiskManagementSubscriber","3331","0","0","0","0","0","/System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/DiskManagementSubscriber.xpc/Contents/MacOS/DiskManagementSubscriber","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7660","0",,"False",,,"3331",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"3331",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (DiskManagementSubscriber)","0","","True","DiskManagementSubscriber",,,,,
"distnoted","375","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7700","0",,"False",,,"375",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"375",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7736","0",,"False",,,"407",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
"distnoted","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7776","0",,"False",,,"429",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","distnoted",,,,,
