"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"Spotify Helper (Renderer)","1","0","1912721440768","315392000","0","0","/Applications/Spotify.app/Contents/Frameworks/Spotify Helper (Renderer).app/Contents/MacOS/Spotify Helper (Renderer)","","System.Diagnostics.Process (Spotify)",,"20.6422625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6812","0",,"False","10/09/2025 11:53:22 AM",,"967",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","1912721440768","1460994048","False",,,,"315392000","315392000",,"System.Diagnostics.ProcessModule (Spotify Helper (Renderer))","0","","True","Spotify Helper (Renderer)","00:00:01.5430083","00:00:20.6422625","00:00:19.0992500",,
"Spotlight","1","0","422860996608","122896384","0","0","/System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight","",,,"14.4772083",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5264","0",,"False","10/09/2025 11:53:15 AM",,"900",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","422860996608","1954201600","False",,,,"122896384","122896384",,"System.Diagnostics.ProcessModule (Spotlight)","0","","True","Spotlight","00:00:02.7246666","00:00:14.4772083","00:00:11.7525375",,
"spotlightknowledged","1","0","437316616192","9076736","0","0","/System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged","",,,"4.4395708",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3832","0",,"False","10/09/2025 11:53:33 AM",,"1286",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437316616192","-770048000","False",,,,"9076736","9076736",,"System.Diagnostics.ProcessModule (spotlightknowledged)","0","","True","spotlightknowledged","00:00:03.7967208","00:00:04.4395708","00:00:00.6428500",,
"spotlightknowledged","1","0","420612292608","5406720","0","0","/System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged","",,,"0.0908375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3812","0",,"False","10/09/2025 11:55:31 AM",,"3494",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420612292608","-294502400","False",,,,"5406720","5406720",,"System.Diagnostics.ProcessModule (spotlightknowledged)","0","","True","spotlightknowledged","00:00:00.0328666","00:00:00.0908375","00:00:00.0579708",,
"StatusKitAgent","1","0","437202386944","8159232","0","0","/System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent","",,,"0.2442625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3792","0",,"False","10/09/2025 11:53:13 AM",,"817",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437202386944","-884277248","False",,,,"8159232","8159232",,"System.Diagnostics.ProcessModule (StatusKitAgent)","0","","True","StatusKitAgent","00:00:00.0718708","00:00:00.2442625","00:00:00.1723916",,
"StocksKitService","1400","0","421053857792","10813440","0","0","/System/Library/PrivateFrameworks/StocksKit.framework/XPCServices/StocksKitService.xpc/Contents/MacOS/StocksKitService","",,,"0.2404541",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8212","0",,"False","10/09/2025 11:53:47 AM",,"1400",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1400",,"System.Diagnostics.ProcessThreadCollection","0","421053857792","147062784","False",,,,"10813440","10813440",,"System.Diagnostics.ProcessModule (StocksKitService)","0","","True","StocksKitService","00:00:00.0947375","00:00:00.2404541","00:00:00.1457166",,
"StocksWidget","813","0","437211004928","16433152","0","0","/System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget","",,,"0.0564333",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8252","0",,"False","10/09/2025 11:53:12 AM",,"813",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"813",,"System.Diagnostics.ProcessThreadCollection","0","437211004928","-875659264","False",,,,"16433152","16433152",,"System.Diagnostics.ProcessModule (StocksWidget)","0","","True","StocksWidget","00:00:00.0316583","00:00:00.0564333","00:00:00.0247750",,
"storagekitd","515","0","0","0","0","0","/usr/libexec/storagekitd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8292","0",,"False",,,"515",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"515",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (storagekitd)","0","","True","storagekitd",,,,,
"storekitagent","1","0","437215543296","13664256","0","0","/System/Library/Frameworks/StoreKit.framework/Support/storekitagent","",,,"0.3919708",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8328","0",,"False","10/09/2025 11:54:03 AM",,"1427",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437215543296","-871120896","False",,,,"13664256","13664256",,"System.Diagnostics.ProcessModule (storekitagent)","0","","True","storekitagent","00:00:00.1297333","00:00:00.3919708","00:00:00.2622333",,
"SubmitDiagInfo","605","0","0","0","0","0","/System/Library/CoreServices/SubmitDiagInfo","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8364","0",,"False",,,"605",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"605",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (SubmitDiagInfo)","0","","True","SubmitDiagInfo",,,,,
"suggestd","1","0","437241331712","23789568","0","0","/System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd","",,,"0.9312416",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8400","0",,"False","10/09/2025 11:53:14 AM",,"848",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437241331712","-845332480","False",,,,"23789568","23789568",,"System.Diagnostics.ProcessModule (suggestd)","0","","True","suggestd","00:00:00.4554000","00:00:00.9312416","00:00:00.4758416",,
"suhelperd","559","0","0","0","0","0","/System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8440","0",,"False",,,"559",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"559",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (suhelperd)","0","","True","suhelperd",,,,,
"swcd","1","0","437200224256","13631488","0","0","/usr/libexec/swcd","",,,"1.108925",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8480","0",,"False","10/09/2025 11:53:24 AM",,"980",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437200224256","-886439936","False",,,,"13631488","13631488",,"System.Diagnostics.ProcessModule (swcd)","0","","True","swcd","00:00:00.4746041","00:00:01.1089250","00:00:00.6343166",,
"swtransparencyd","1","0","437198995456","5210112","0","0","/usr/libexec/swtransparencyd","",,,"0.0674625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8516","0",,"False","10/09/2025 11:53:25 AM",,"989",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437198995456","-887668736","False",,,,"5210112","5210112",,"System.Diagnostics.ProcessModule (swtransparencyd)","0","","True","swtransparencyd","00:00:00.0357416","00:00:00.0674625","00:00:00.0317166",,
"symptomsd","432","0","0","0","0","0","/usr/libexec/symptomsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8572","0",,"False",,,"432",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"432",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (symptomsd)","0","","True","symptomsd",,,,,
"symptomsd-diag","679","0","0","0","0","0","/usr/libexec/symptomsd-diag","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8612","0",,"False",,,"679",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"679",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (symptomsd-diag)","0","","True","symptomsd-diag",,,,,
"syncdefaultsd","1","0","437212446720","9814016","0","0","/System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd","",,,"0.3542",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8652","0",,"False","10/09/2025 11:53:09 AM",,"752",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437212446720","-874217472","False",,,,"9814016","9814016",,"System.Diagnostics.ProcessModule (syncdefaultsd)","0","","True","syncdefaultsd","00:00:00.1275125","00:00:00.3542000","00:00:00.2266875",,
"sysextd","449","0","0","0","0","0","/System/Library/Frameworks/SystemExtensions.framework/Versions/A/Helpers/sysextd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8688","0",,"False",,,"449",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"449",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (sysextd)","0","","True","sysextd",,,,,
"syslogd","356","0","0","0","0","0","/usr/sbin/syslogd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8728","0",,"False",,,"356",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"356",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (syslogd)","0","","True","syslogd",,,,,
"sysmond","689","0","0","0","0","0","/usr/libexec/sysmond","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8764","0",,"False",,,"689",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"689",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (sysmond)","0","","True","sysmond",,,,,
"syspolicyd","445","0","0","0","0","0","/usr/libexec/syspolicyd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8800","0",,"False",,,"445",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"445",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (syspolicyd)","0","","True","syspolicyd",,,,,
"systemsoundserverd","613","0","0","0","0","0","/usr/sbin/systemsoundserverd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8840","0",,"False",,,"613",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"613",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (systemsoundserverd)","0","","True","systemsoundserverd",,,,,
"systemstats","328","0","0","0","0","0","/usr/sbin/systemstats","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8876","0",,"False",,,"328",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"328",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (systemstats)","0","","True","systemstats",,,,,
"systemstats","328","0","0","0","0","0","/usr/sbin/systemstats","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8916","0",,"False",,,"903",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"328",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (systemstats)","0","","True","systemstats",,,,,
"systemstatusd","423","0","0","0","0","0","/System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8956","0",,"False",,,"423",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"423",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (systemstatusd)","0","","True","systemstatusd",,,,,
"SystemUIServer","1","0","421712347136","23642112","0","0","/System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer","",,,"0.3044916",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8996","0",,"False","10/09/2025 11:53:14 AM",,"838",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421712347136","805552128","False",,,,"23642112","23642112",,"System.Diagnostics.ProcessModule (SystemUIServer)","0","","True","SystemUIServer","00:00:00.1465250","00:00:00.3044916","00:00:00.1579625",,
"system_installd","1002","0","0","0","0","0","/System/Library/PrivateFrameworks/PackageKit.framework/Versions/A/Resources/system_installd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9036","0",,"False",,,"1002",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1002",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (system_installd)","0","","True","system_installd",,,,,
"talagentd","1","0","437215494144","13697024","0","0","/System/Library/CoreServices/talagentd","",,,"0.29925",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9076","0",,"False","10/09/2025 11:53:08 AM",,"718",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437215494144","-871170048","False",,,,"13697024","13697024",,"System.Diagnostics.ProcessModule (talagentd)","0","","True","talagentd","00:00:00.1125000","00:00:00.2992500","00:00:00.1867458",,
"tccd","393","0","0","0","0","0","/System/Library/PrivateFrameworks/TCC.framework/Support/tccd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9116","0",,"False",,,"393",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"393",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (tccd)","0","","True","tccd",,,,,
"tccd","1","0","437208809472","11649024","0","0","/System/Library/PrivateFrameworks/TCC.framework/Support/tccd","",,,"1.2965958",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9156","0",,"False","10/09/2025 11:53:08 AM",,"734",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437208809472","-877854720","False",,,,"11649024","11649024",,"System.Diagnostics.ProcessModule (tccd)","0","","True","tccd","00:00:00.5555500","00:00:01.2965958","00:00:00.7410416",,
"TeamViewerHost","1","0","421939298304","29851648","0","0","/Applications/TeamViewerHost.app/Contents/MacOS/TeamViewerHost","",,,"0.5468291",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9196","0",,"False","10/09/2025 11:53:14 AM",,"858",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421939298304","1032503296","False",,,,"29851648","29851648",,"System.Diagnostics.ProcessModule (TeamViewerHost)","0","","True","TeamViewerHost","00:00:00.2469416","00:00:00.5468291","00:00:00.2998875",,
"TeamViewer_Desktop","1","0","421559664640","15695872","0","0","/Applications/TeamViewerHost.app/Contents/Helpers/TeamViewer_Desktop.app/Contents/MacOS/TeamViewer_Desktop","","System.Diagnostics.Process (TeamViewer_Desktop_Proxy)",,"0.8909333",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9236","0",,"False","10/09/2025 11:53:15 AM",,"904",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421559664640","652869632","False",,,,"15695872","15695872",,"System.Diagnostics.ProcessModule (TeamViewer_Desktop)","0","","True","TeamViewer_Desktop","00:00:00.3818500","00:00:00.8909333","00:00:00.5090791",,
"TeamViewer_Desktop_Proxy","1","0","420619632640","2179072","0","0","/Applications/TeamViewerHost.app/Contents/MacOS/TeamViewer_Desktop_Proxy","",,,"0.0122",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9276","0",,"False","10/09/2025 11:53:14 AM",,"865",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420619632640","-287162368","False",,,,"2179072","2179072",,"System.Diagnostics.ProcessModule (TeamViewer_Desktop_Proxy)","0","","True","TeamViewer_Desktop_Proxy","00:00:00.0064375","00:00:00.0122000","00:00:00.0057625",,
"TeamViewer_Service","477","0","0","0","0","0","/Applications/TeamViewerHost.app/Contents/MacOS/TeamViewer_Service","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9316","0",,"False",,,"477",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"477",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (TeamViewer_Service)","0","","True","TeamViewer_Service",,,,,
"TextInputMenuAgent","1","0","421712543744","29065216","0","0","/System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent","",,,"0.2783",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9356","0",,"False","10/09/2025 11:53:14 AM",,"878",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421712543744","805748736","False",,,,"29065216","29065216",,"System.Diagnostics.ProcessModule (TextInputMenuAgent)","0","","True","TextInputMenuAgent","00:00:00.0987541","00:00:00.2783000","00:00:00.1795458",,
"TextInputSwitcher","1","0","437245902848","17154048","0","0","/System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher","",,,"0.2680125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9396","0",,"False","10/09/2025 11:53:15 AM",,"892",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437245902848","-840761344","False",,,,"17154048","17154048",,"System.Diagnostics.ProcessModule (TextInputSwitcher)","0","","True","TextInputSwitcher","00:00:00.1109916","00:00:00.2680125","00:00:00.1570166",,
"TextThumbnailExtension","2996","0","437243166720","21643264","0","0","/System/Library/ExtensionKit/Extensions/TextThumbnailExtension.appex/Contents/MacOS/TextThumbnailExtension","",,,"0.2444833",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9436","0",,"False","10/09/2025 11:54:13 AM",,"2996",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"2996",,"System.Diagnostics.ProcessThreadCollection","0","437243166720","-843497472","False",,,,"21643264","21643264",,"System.Diagnostics.ProcessModule (TextThumbnailExtension)","0","","True","TextThumbnailExtension","00:00:00.0570833","00:00:00.2444833","00:00:00.1874000",,
"thermalmonitord","359","0","0","0","0","0","/usr/libexec/thermalmonitord","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9476","0",,"False",,,"359",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"359",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (thermalmonitord)","0","","True","thermalmonitord",,,,,
"ThunderboltAccessoryUpdaterService","1093","0","0","0","0","0","/System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/ThunderboltAccessoryUpdaterService.xpc/Contents/MacOS/ThunderboltAccessoryUpdaterService","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9516","0",,"False",,,"1093",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1093",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ThunderboltAccessoryUpdaterService)","0","","True","ThunderboltAccessoryUpdaterService",,,,,
"timed","364","0","0","0","0","0","/usr/libexec/timed","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9556","0",,"False",,,"364",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"364",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (timed)","0","","True","timed",,,,,
"tipsd","1","0","437209497600","17547264","0","0","/usr/libexec/tipsd","",,,"0.4016958",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9596","0",,"False","10/09/2025 11:54:31 AM",,"3138",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437209497600","-877166592","False",,,,"17547264","17547264",,"System.Diagnostics.ProcessModule (tipsd)","0","","True","tipsd","00:00:00.1302583","00:00:00.4016958","00:00:00.2714375",,
"TipsWidgetExtension","808","0","437208121344","7389184","0","0","/System/Applications/Tips.app/Contents/PlugIns/TipsWidgetExtension.appex/Contents/MacOS/TipsWidgetExtension","",,,"0.021025",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9632","0",,"False","10/09/2025 11:53:12 AM",,"808",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"808",,"System.Diagnostics.ProcessThreadCollection","0","437208121344","-878542848","False",,,,"7389184","7389184",,"System.Diagnostics.ProcessModule (TipsWidgetExtension)","0","","True","TipsWidgetExtension","00:00:00.0097750","00:00:00.0210250","00:00:00.0112500",,
"TouchBarServer","533","0","0","0","0","0","/usr/libexec/TouchBarServer","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9668","0",,"False",,,"533",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"533",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (TouchBarServer)","0","","True","TouchBarServer",,,,,
"transparencyd","1","0","437209055232","11173888","0","0","/usr/libexec/transparencyd","",,,"0.456675",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9708","0",,"False","10/09/2025 11:53:14 AM",,"837",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437209055232","-877608960","False",,,,"11173888","11173888",,"System.Diagnostics.ProcessModule (transparencyd)","0","","True","transparencyd","00:00:00.1560416","00:00:00.4566750","00:00:00.3006333",,
"triald","1","0","437198700544","11272192","0","0","/usr/libexec/triald","",,,"1.1448125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9744","0",,"False","10/09/2025 11:53:08 AM",,"710",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437198700544","-887963648","False",,,,"11272192","11272192",,"System.Diagnostics.ProcessModule (triald)","0","","True","triald","00:00:00.5403750","00:00:01.1448125","00:00:00.6044333",,
"triald_system","1405","0","0","0","0","0","/usr/libexec/triald_system","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9784","0",,"False",,,"1405",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1405",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (triald_system)","0","","True","triald_system",,,,,
"trustd","402","0","0","0","0","0","/usr/libexec/trustd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9824","0",,"False",,,"402",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"402",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (trustd)","0","","True","trustd",,,,,
